gameId,playId,nflId,jerseyNumber,position,displayName,club,wasInitialPassRusher,play_disguise,quarterbackHit,causedPressure,tackleForALoss
2022101606,3681,47891,20,SS,Julian Love,NYG,0,2.0150763e-05,0,False,0
2022101606,3681,52444,29,FS,Xavier McKinney,NYG,0,9.763978e-06,0,False,0
2022101606,3681,52518,30,CB,Darnay Holmes,NYG,0,0.15973061,0,False,0
2022101606,3681,54579,24,SS,Dane Belton,NYG,0,0.005241788,0,False,0
2022101603,200,44902,26,CB,Shaquill Griffin,JAX,0,1.1911883e-05,0,False,0
2022101603,200,44926,2,SS,Rayshawn Jenkins,JAX,0,0.001994578,0,False,0
2022101603,200,46456,31,CB,Darious Williams,JAX,0,0.03526394,0,False,0
2022101603,200,53462,32,CB,Tyson Campbell,JAX,0,4.8864746e-05,0,False,0
2022101603,200,53494,5,SS,Andre Cisco,JAX,0,2.0517029e-05,0,False,0
2022101300,610,42488,20,SS,Bobby McCain,WAS,0,0.006780285,0,False,0
2022101300,610,43373,29,CB,Kendall Fuller,WAS,1,0.9996148,0,False,0
2022101300,610,52624,31,SS,Kamren Curl,WAS,0,0.011661671,0,False,0
2022101300,610,53503,25,CB,Benjamin St-Juste,WAS,0,0.0009302042,0,False,0
2022101300,610,53642,37,CB,Rachad Wildgoose,WAS,0,0.0017013408,0,False,0
2022101609,1884,43986,33,CB,Antonio Hamilton,ARI,0,1.6250944e-05,0,False,0
2022101609,1884,44848,3,SS,Budda Baker,ARI,0,1.0199142e-06,0,False,0
2022101609,1884,47816,7,CB,Byron Murphy,ARI,0,3.077878e-05,0,False,0
2022101609,1884,49410,34,FS,Jalen Thompson,ARI,0,8.6917e-06,0,False,0
2022101609,1884,53565,20,CB,Marco Wilson,ARI,0,1.1331512e-06,0,False,0
2022101604,1091,43327,25,CB,Xavien Howard,MIA,0,0.0260844,0,False,0
2022101604,1091,48476,40,CB,Nik Needham,MIA,0,0.02460451,0,False,0
2022101604,1091,52478,29,FS,Brandon Jones,MIA,0,0.006280554,0,False,0
2022101604,1091,53465,8,SS,Jevon Holland,MIA,0,3.6633096e-06,0,False,0
2022101607,3036,43306,22,FS,Keanu Neal,TB,0,0.022756895,0,False,0
2022101607,3036,46132,24,CB,Carlton Davis,TB,0,0.00133649,0,False,0
2022101607,3036,47877,35,CB,Jamel Dean,TB,0,0.00015151959,0,False,0
2022101607,3036,52453,31,FS,Antoine Winfield,TB,0,0.00029868595,0,False,0
2022101610,1301,46137,20,SS,Justin Reid,KC,0,0.00019152346,0,False,0
2022101610,1301,47846,22,FS,Juan Thornhill,KC,0,8.482335e-05,0,False,0
2022101610,1301,52546,38,CB,L'Jarius Sneed,KC,0,0.00031243052,0,False,0
2022101610,1301,54708,35,CB,Jaylen Watson,KC,0,0.26271626,0,False,0
2022101700,3285,42935,23,CB,Bryce Callahan,LAC,0,0.001677627,0,False,0
2022101700,3285,45571,43,CB,Michael Davis,LAC,0,1.2087058e-05,0,False,0
2022101700,3285,46086,3,SS,Derwin James,LAC,0,9.591046e-05,0,False,0
2022101700,3285,47843,24,FS,Nasir Adderley,LAC,0,9.0209855e-05,0,False,0
2022101700,3285,53476,26,CB,Asante Samuel,LAC,0,2.698621e-06,0,False,0
2022101611,2545,39984,2,CB,Darius Slay,PHI,0,0.052041166,0,False,0
2022101611,2545,43351,24,CB,James Bradberry,PHI,0,0.0001882267,0,False,0
2022101611,2545,47974,22,SS,Marcus Epps,PHI,0,4.718073e-05,0,False,0
2022101611,2545,52535,42,FS,K'Von Wallace,PHI,0,9.706417e-06,0,False,0
2022101605,1677,37724,19,CB,Chris Harris,NO,0,0.00026930348,0,False,0
2022101605,1677,40017,32,FS,Tyrann Mathieu,NO,0,0.007247892,0,False,0
2022101605,1677,41257,21,CB,Bradley Roby,NO,0,1.6893731e-05,0,False,0
2022101605,1677,44851,6,FS,Marcus Maye,NO,0,0.0005951132,0,False,0
2022101605,1677,53505,29,CB,Paulson Adebo,NO,0,6.90863e-06,0,False,0
2022101611,2057,43478,3,CB,Anthony Brown,DAL,0,2.1898451e-05,0,False,0
2022101611,2057,43533,27,FS,Jayron Kearse,DAL,0,0.07954691,0,False,0
2022101611,2057,44827,28,FS,Malik Hooker,DAL,0,7.4366125e-07,0,False,0
2022101611,2057,44904,2,CB,Jourdan Lewis,DAL,0,0.0021137022,0,False,0
2022101611,2057,52459,7,CB,Trevon Diggs,DAL,0,2.0977527e-06,0,False,0
2022101300,3231,42488,20,SS,Bobby McCain,WAS,0,2.5255395e-05,0,False,0
2022101300,3231,43373,29,CB,Kendall Fuller,WAS,0,9.702733e-06,0,False,0
2022101300,3231,52624,31,SS,Kamren Curl,WAS,0,0.0047446815,0,False,0
2022101300,3231,53503,25,CB,Benjamin St-Juste,WAS,0,0.00016406502,0,False,0
2022101300,3231,53642,37,CB,Rachad Wildgoose,WAS,0,0.023172457,0,False,0
2022101601,2501,44903,43,SS,John Johnson,CLE,0,4.9483497e-05,0,False,0
2022101601,2501,47829,26,CB,Greedy Williams,CLE,0,1.9753145e-06,0,False,0
2022101601,2501,52452,22,SS,Grant Delpit,CLE,0,0.0015792414,0,False,0
2022101601,2501,53455,20,CB,Greg Newsome,CLE,0,0.001990072,0,False,0
2022101601,2501,54533,23,CB,Martin Emerson,CLE,0,5.490605e-05,0,False,0
2022101608,1553,43407,31,SS,Juston Burris,CAR,0,6.000207e-06,0,False,0
2022101608,1553,45004,25,FS,Xavier Woods,CAR,0,0.00093413267,0,False,0
2022101608,1553,52417,24,CB,C.J. Henderson,CAR,0,0.000110401386,0,False,0
2022101608,1553,52852,38,FS,Myles Hartsfield,CAR,0,0.093617216,0,False,0
2022101608,1553,53595,28,CB,Keith Taylor,CAR,0,0.0002870986,0,False,0
2022101600,3552,46823,28,CB,Mike Ford,ATL,0,6.8903732e-06,0,False,0
2022101600,3552,52272,37,CB,Dee Alford,ATL,0,7.884162e-07,0,False,0
2022101600,3552,52542,32,FS,Jaylinn Hawkins,ATL,0,8.8624904e-07,0,False,0
2022101600,3552,53469,27,SS,Richie Grant,ATL,0,3.284001e-06,0,False,0
2022101600,3552,53537,34,CB,Darren Hall,ATL,0,7.4264835e-07,0,False,0
2022101608,510,43407,31,SS,Juston Burris,CAR,0,0.0012750082,0,False,0
2022101608,510,45004,25,FS,Xavier Woods,CAR,0,6.1260864e-05,0,False,0
2022101608,510,46124,26,CB,Donte Jackson,CAR,0,0.011108578,0,False,0
2022101608,510,52417,24,CB,C.J. Henderson,CAR,0,5.1069187e-06,0,False,0
2022101608,510,52852,38,FS,Myles Hartsfield,CAR,0,0.032064393,0,False,0
2022101605,2298,43299,20,CB,Eli Apple,CIN,0,0.00092210155,0,False,0
2022101605,2298,43350,24,SS,Vonn Bell,CIN,0,4.910069e-05,0,False,0
2022101605,2298,43641,21,CB,Mike Hilton,CIN,0,0.05734642,0,False,0
2022101605,2298,44872,22,CB,Chidobe Awuzie,CIN,0,3.9639244e-06,0,False,0
2022101605,2298,46123,30,FS,Jessie Bates,CIN,0,9.796347e-06,0,False,0
2022101605,2298,46215,33,CB,Tre Flowers,CIN,0,0.005287096,0,False,0
2022101300,456,42488,20,SS,Bobby McCain,WAS,0,0.00038439938,0,False,0
2022101300,456,43373,29,CB,Kendall Fuller,WAS,0,0.0011677798,0,False,0
2022101300,456,52624,31,SS,Kamren Curl,WAS,0,6.396717e-05,0,False,0
2022101300,456,53503,25,CB,Benjamin St-Juste,WAS,0,0.00019512928,0,False,0
2022101300,456,53642,37,CB,Rachad Wildgoose,WAS,0,0.003887641,0,False,0
2022101608,259,43294,5,CB,Jalen Ramsey,LA,0,5.3423105e-06,0,False,0
2022101608,259,47844,24,SS,Taylor Rapp,LA,0,1.703412e-06,0,False,0
2022101608,259,47862,22,CB,David Long,LA,0,2.0606226e-06,0,False,0
2022101608,259,48026,33,SS,Nick Scott,LA,0,8.936773e-06,0,False,0
2022101608,259,54677,6,CB,Derion Kendrick,LA,0,4.4222834e-06,0,False,0
2022101605,3923,43299,20,CB,Eli Apple,CIN,0,6.8969766e-06,0,False,0
2022101605,3923,43350,24,SS,Vonn Bell,CIN,0,5.6356735e-06,0,False,0
2022101605,3923,43641,21,CB,Mike Hilton,CIN,0,0.028106749,0,False,0
2022101605,3923,44872,22,CB,Chidobe Awuzie,CIN,0,1.2678022e-05,0,False,0
2022101605,3923,46123,30,FS,Jessie Bates,CIN,0,2.2265838e-05,0,False,0
2022101605,3923,46215,33,CB,Tre Flowers,CIN,0,0.000107933665,0,False,0
2022101605,4030,43299,20,CB,Eli Apple,CIN,0,1.5478976e-06,0,False,0
2022101605,4030,43350,24,SS,Vonn Bell,CIN,0,4.2802418e-05,0,False,0
2022101605,4030,43641,21,CB,Mike Hilton,CIN,0,8.8518915e-05,0,False,0
2022101605,4030,44872,22,CB,Chidobe Awuzie,CIN,0,3.7212242e-06,0,False,0
2022101605,4030,46123,30,FS,Jessie Bates,CIN,0,2.312109e-05,0,False,0
2022101605,4030,46215,33,CB,Tre Flowers,CIN,0,0.1710049,0,False,0
2022101300,1454,43373,29,CB,Kendall Fuller,WAS,0,3.0292244e-06,0,False,0
2022101300,1454,52624,31,SS,Kamren Curl,WAS,0,9.257368e-05,0,False,0
2022101300,1454,53503,25,CB,Benjamin St-Juste,WAS,0,0.0014875681,0,False,0
2022101300,1454,53592,22,FS,Darrick Forrest,WAS,0,5.3820247e-07,0,False,0
2022101605,877,37724,19,CB,Chris Harris,NO,0,0.01549764,0,False,0
2022101605,877,40017,32,FS,Tyrann Mathieu,NO,0,4.091463e-07,0,False,0
2022101605,877,41257,21,CB,Bradley Roby,NO,0,7.973589e-05,0,False,0
2022101605,877,44851,6,FS,Marcus Maye,NO,0,7.7657796e-07,0,False,0
2022101605,877,53505,29,CB,Paulson Adebo,NO,0,6.7872174e-06,0,False,0
2022101607,3717,45395,35,CB,Arthur Maulet,PIT,1,0.7467234,0,False,0
2022101607,3717,46097,34,FS,Terrell Edmunds,PIT,0,9.1129456e-05,0,False,0
2022101607,3717,46114,16,CB,Josh Jackson,PIT,0,2.2781119e-06,0,False,0
2022101607,3717,52697,42,CB,James Pierre,PIT,0,0.00011000005,0,False,0
2022101607,3717,53674,21,FS,Tre Norwood,PIT,0,3.5712483e-06,0,False,0
2022101605,1736,37724,19,CB,Chris Harris,NO,1,0.7206467,0,True,0
2022101605,1736,40017,32,FS,Tyrann Mathieu,NO,1,0.5740502,0,False,0
2022101605,1736,41257,21,CB,Bradley Roby,NO,0,0.006648967,0,False,0
2022101605,1736,44851,6,FS,Marcus Maye,NO,0,2.470926e-06,0,False,0
2022101605,1736,44862,30,FS,Justin Evans,NO,0,0.00020314504,0,False,0
2022101605,1736,53505,29,CB,Paulson Adebo,NO,0,7.542264e-06,0,False,0
2022101602,2034,41270,29,SS,Lamarcus Joyner,NYJ,0,1.051465e-06,0,False,0
2022101602,2034,46186,3,SS,Jordan Whitehead,NYJ,0,6.268321e-06,0,False,0
2022101602,2034,46211,4,CB,D.J. Reed,NYJ,0,4.1757067e-07,0,False,0
2022101602,2034,52476,21,SS,Ashtyn Davis,NYJ,0,8.0974496e-07,0,False,0
2022101602,2034,53583,30,CB,Michael Carter,NYJ,0,1.9818656e-06,0,False,0
2022101602,2034,54469,1,CB,Ahmad Gardner,NYJ,0,8.242483e-06,0,False,0
2022101606,852,42361,24,CB,Marcus Peters,BAL,0,0.0049635204,0,False,0
2022101606,852,44828,44,CB,Marlon Humphrey,BAL,0,0.019714955,0,False,0
2022101606,852,44999,36,SS,Chuck Clark,BAL,0,1.5306717e-06,0,False,0
2022101606,852,52627,26,SS,Geno Stone,BAL,0,1.2614527e-05,0,False,0
2022101606,852,53819,29,FS,Ar'Darius Washington,BAL,0,0.00330568,0,False,0
2022101606,852,54479,14,SS,Kyle Hamilton,BAL,0,0.0056374785,0,False,0
2022101606,2520,42361,24,CB,Marcus Peters,BAL,0,1.331241e-05,0,False,0
2022101606,2520,44828,44,CB,Marlon Humphrey,BAL,0,0.0032495346,0,False,0
2022101606,2520,44999,36,SS,Chuck Clark,BAL,0,6.09235e-05,0,False,0
2022101606,2520,54479,14,SS,Kyle Hamilton,BAL,0,1.9063382e-05,0,False,0
2022101606,2520,54606,22,CB,Damarion Williams,BAL,1,0.46864164,0,True,0
2022101607,1475,43306,22,FS,Keanu Neal,TB,0,0.00014973152,0,False,0
2022101607,1475,46132,24,CB,Carlton Davis,TB,0,4.2543884e-06,0,False,0
2022101607,1475,46699,30,CB,Dee Delaney,TB,0,0.00088299514,0,False,0
2022101607,1475,47877,35,CB,Jamel Dean,TB,0,5.80829e-06,0,False,0
2022101607,1475,52453,31,FS,Antoine Winfield,TB,0,0.13377783,0,False,0
2022101609,3392,44848,3,SS,Budda Baker,ARI,0,0.0014811528,0,False,0
2022101609,3392,47816,7,CB,Byron Murphy,ARI,0,0.0030867804,0,False,0
2022101609,3392,49410,34,FS,Jalen Thompson,ARI,0,2.2540922e-05,0,False,0
2022101609,3392,53565,20,CB,Marco Wilson,ARI,0,2.5088218e-06,0,False,0
2022101609,462,44848,3,SS,Budda Baker,ARI,0,5.6305516e-06,0,False,0
2022101609,462,47816,7,CB,Byron Murphy,ARI,0,1.3581628e-06,0,False,0
2022101609,462,49410,34,FS,Jalen Thompson,ARI,0,0.00084321,0,False,0
2022101609,462,53565,20,CB,Marco Wilson,ARI,0,3.293624e-05,0,False,0
2022101604,2562,37078,7,CB,Patrick Peterson,MIN,0,8.460144e-06,0,False,0
2022101604,2562,38559,22,SS,Harrison Smith,MIN,0,0.000105206804,0,False,0
2022101604,2562,46652,39,CB,Chandon Sullivan,MIN,0,6.0039678e-05,0,False,0
2022101604,2562,52497,3,CB,Cameron Dantzler,MIN,0,0.0003952837,0,False,0
2022101604,2562,53554,24,FS,Camryn Bynum,MIN,0,4.1715975e-05,0,False,0
2022101606,316,42361,24,CB,Marcus Peters,BAL,0,1.0655432e-06,0,False,0
2022101606,316,44828,44,CB,Marlon Humphrey,BAL,0,0.0007726165,0,False,0
2022101606,316,44999,36,SS,Chuck Clark,BAL,0,3.3452793e-06,0,False,0
2022101606,316,52627,26,SS,Geno Stone,BAL,0,2.5289777e-05,0,False,0
2022101606,316,54606,22,CB,Damarion Williams,BAL,0,0.00030735222,0,False,0
2022101601,1621,44903,43,SS,John Johnson,CLE,0,1.4161483e-06,0,False,0
2022101601,1621,47829,26,CB,Greedy Williams,CLE,0,2.7352964e-05,0,False,0
2022101601,1621,52452,22,SS,Grant Delpit,CLE,1,0.5003942,0,True,0
2022101601,1621,53455,20,CB,Greg Newsome,CLE,0,0.00035513972,0,False,0
2022101601,1621,54533,23,CB,Martin Emerson,CLE,0,2.660985e-05,0,False,0
2022101603,248,44902,26,CB,Shaquill Griffin,JAX,0,7.732549e-07,0,False,0
2022101603,248,44926,2,SS,Rayshawn Jenkins,JAX,0,2.4473726e-05,0,False,0
2022101603,248,46456,31,CB,Darious Williams,JAX,0,0.000171376,0,False,0
2022101603,248,53462,32,CB,Tyson Campbell,JAX,0,1.7998489e-06,0,False,0
2022101603,248,53494,5,SS,Andre Cisco,JAX,0,2.9257983e-06,0,False,0
2022101610,2554,40166,21,SS,Jordan Poyer,BUF,0,1.7173726e-06,0,False,0
2022101610,2554,46190,7,CB,Taron Johnson,BUF,0,4.0393355e-05,0,False,0
2022101610,2554,46223,33,CB,Siran Neal,BUF,0,0.0436177,0,False,0
2022101610,2554,52647,30,CB,Dane Jackson,BUF,0,0.007847782,0,False,0
2022101610,2554,53641,3,SS,Damar Hamlin,BUF,0,1.0330033e-05,0,False,0
2022101610,2554,54488,24,CB,Kaiir Elam,BUF,0,1.9409267e-06,0,False,0
2022101607,2480,45395,35,CB,Arthur Maulet,PIT,0,0.02636581,0,False,0
2022101607,2480,46097,34,FS,Terrell Edmunds,PIT,0,0.0028749723,0,False,0
2022101607,2480,46114,16,CB,Josh Jackson,PIT,0,0.013461646,0,False,0
2022101607,2480,52697,42,CB,James Pierre,PIT,0,2.0678722e-06,0,False,0
2022101607,2480,53674,21,FS,Tre Norwood,PIT,0,4.7228095e-06,0,False,0
2022101601,2189,44903,43,SS,John Johnson,CLE,0,0.032972686,0,False,0
2022101601,2189,47829,26,CB,Greedy Williams,CLE,0,5.10543e-07,0,False,0
2022101601,2189,52452,22,SS,Grant Delpit,CLE,0,0.00192948,0,False,0
2022101601,2189,53455,20,CB,Greg Newsome,CLE,0,0.00024245733,0,False,0
2022101601,2189,54533,23,CB,Martin Emerson,CLE,0,8.036455e-05,0,False,0
2022101611,1434,39984,2,CB,Darius Slay,PHI,0,0.00018566915,0,False,0
2022101611,1434,43351,24,CB,James Bradberry,PHI,0,2.4252744e-05,0,False,0
2022101611,1434,46194,29,CB,Avonte Maddox,PHI,0,1.5434034e-05,0,False,0
2022101611,1434,47888,23,SS,Chauncey Gardner-Johnson,PHI,0,0.11928186,0,False,0
2022101611,1434,47974,22,SS,Marcus Epps,PHI,0,9.454147e-06,0,False,0
2022101611,1434,52535,42,FS,K'Von Wallace,PHI,0,1.41003375e-05,0,False,0
2022101611,1197,43478,3,CB,Anthony Brown,DAL,0,0.0020479965,0,False,0
2022101611,1197,43533,27,FS,Jayron Kearse,DAL,0,0.0001547919,0,False,0
2022101611,1197,44827,28,FS,Malik Hooker,DAL,0,1.9804074e-05,0,False,0
2022101611,1197,47996,6,SS,Donovan Wilson,DAL,0,0.0022463067,0,False,0
2022101611,1197,52459,7,CB,Trevon Diggs,DAL,0,2.4263566e-06,0,False,0
2022101606,2544,42361,24,CB,Marcus Peters,BAL,0,0.006612755,0,False,0
2022101606,2544,44828,44,CB,Marlon Humphrey,BAL,0,0.0019311331,0,False,0
2022101606,2544,44999,36,SS,Chuck Clark,BAL,0,6.538881e-07,0,False,0
2022101606,2544,53533,21,FS,Brandon Stephens,BAL,0,2.7454762e-05,0,False,0
2022101606,2544,54479,14,SS,Kyle Hamilton,BAL,0,0.032862615,0,False,0
2022101610,1448,46137,20,SS,Justin Reid,KC,0,0.033165902,0,False,0
2022101610,1448,47846,22,FS,Juan Thornhill,KC,1,0.6423754,0,False,0
2022101610,1448,52546,38,CB,L'Jarius Sneed,KC,0,0.00012983769,0,False,0
2022101610,1448,54600,23,CB,Joshua Williams,KC,0,0.00013930623,0,False,0
2022101610,1448,54708,35,CB,Jaylen Watson,KC,0,7.7615863e-07,0,False,0
2022101602,1081,42485,31,FS,Adrian Amos,GB,0,3.815571e-05,0,False,0
2022101602,1081,44911,29,CB,Rasul Douglas,GB,0,0.0011432798,0,False,0
2022101602,1081,46087,23,CB,Jaire Alexander,GB,0,0.00023242076,0,False,0
2022101602,1081,47804,26,SS,Darnell Savage,GB,0,5.8076816e-06,0,False,0
2022101602,1081,53458,21,CB,Eric Stokes,GB,0,0.017150298,0,False,0
2022101606,2160,42361,24,CB,Marcus Peters,BAL,0,7.6052556e-06,0,False,0
2022101606,2160,44828,44,CB,Marlon Humphrey,BAL,0,4.1403528e-06,0,False,0
2022101606,2160,44999,36,SS,Chuck Clark,BAL,0,0.00013118128,0,False,0
2022101606,2160,52627,26,SS,Geno Stone,BAL,0,1.9403676e-07,0,False,0
2022101606,2160,53533,21,FS,Brandon Stephens,BAL,0,0.0012649662,0,False,0
2022101600,986,38592,29,CB,Casey Hayward,ATL,0,0.0047689467,0,False,0
2022101600,986,52424,24,CB,A.J. Terrell,ATL,0,2.8208942e-06,0,False,0
2022101600,986,52542,32,FS,Jaylinn Hawkins,ATL,0,8.4582086e-07,0,False,0
2022101600,986,53469,27,SS,Richie Grant,ATL,0,0.00019236468,0,False,0
2022101605,1196,37724,19,CB,Chris Harris,NO,1,0.9611574,0,False,0
2022101605,1196,40017,32,FS,Tyrann Mathieu,NO,0,7.038621e-05,0,False,0
2022101605,1196,41257,21,CB,Bradley Roby,NO,0,8.5814405e-05,0,False,0
2022101605,1196,44851,6,FS,Marcus Maye,NO,0,4.4695876e-06,0,False,0
2022101605,1196,53505,29,CB,Paulson Adebo,NO,0,5.018422e-06,0,False,0
2022101604,2614,43327,25,CB,Xavien Howard,MIA,0,0.04352973,0,False,0
2022101604,2614,52438,9,CB,Noah Igbinoghene,MIA,0,0.043139126,0,False,0
2022101604,2614,52478,29,FS,Brandon Jones,MIA,0,0.15331581,0,False,0
2022101604,2614,53465,8,SS,Jevon Holland,MIA,0,2.3897749e-06,0,False,0
2022101609,3728,42543,6,FS,Quandre Diggs,SEA,0,4.119253e-06,0,False,0
2022101609,3728,44873,13,FS,Josh Jones,SEA,0,0.014217673,0,False,0
2022101609,3728,46711,26,SS,Ryan Neal,SEA,0,0.0035948574,0,False,0
2022101609,3728,47941,30,CB,Michael Jackson,SEA,0,5.060108e-06,0,False,0
2022101609,3728,54574,8,CB,Coby Bryant,SEA,0,0.06774701,0,False,0
2022101609,3728,54618,27,CB,Tariq Woolen,SEA,0,0.0002706382,0,False,0
2022101600,1143,46127,26,CB,Isaiah Oliver,ATL,0,0.005596617,0,False,0
2022101600,1143,52424,24,CB,A.J. Terrell,ATL,0,0.00011578274,0,False,0
2022101600,1143,52542,32,FS,Jaylinn Hawkins,ATL,0,0.00027717472,0,False,0
2022101600,1143,53469,27,SS,Richie Grant,ATL,0,0.0001537005,0,False,0
2022101600,1143,53537,34,CB,Darren Hall,ATL,0,0.00011530613,0,False,0
2022101609,2322,42543,6,FS,Quandre Diggs,SEA,0,1.4384157e-05,0,False,0
2022101609,2322,46711,26,SS,Ryan Neal,SEA,0,0.001033533,0,False,0
2022101609,2322,47941,30,CB,Michael Jackson,SEA,0,2.741948e-05,0,False,0
2022101609,2322,54574,8,CB,Coby Bryant,SEA,0,0.00011950955,0,False,0
2022101609,2322,54618,27,CB,Tariq Woolen,SEA,0,4.9361446e-05,0,False,0
