gameId,playId,nflId,jerseyNumber,club,position,displayName,wasInitialPassRusher,disguise_score,quarterbackHit,causedPressure,tackleForALoss
2022101602,2861,53629,26,NYJ,CB,Brandin Echols,0,0.0003223958857749864,0,False,0
2022101602,2861,54469,1,NYJ,CB,Ahmad Gardner,0,2.325764470371693e-06,0,False,0
2022101606,3681,44830,22,NYG,CB,Adoree' Jackson,0,9.703503558631948e-07,0,False,0
2022101606,3681,44893,37,NYG,CB,Fabian Moreau,0,8.231393901793488e-06,0,False,0
2022101606,3681,47891,20,NYG,SS,Julian Love,0,2.2731075396439664e-05,0,False,0
2022101606,3681,52444,29,NYG,FS,Xavier McKinney,0,1.3114446629656937e-05,0,False,0
2022101606,3681,52518,30,NYG,CB,Darnay Holmes,0,0.14243377483463637,0,False,0
2022101606,3681,54579,24,NYG,SS,Dane Belton,0,0.004338652650861522,0,False,0
2022101603,200,44902,26,JAX,CB,Shaquill Griffin,0,9.860293672174215e-06,0,False,0
2022101603,200,44926,2,JAX,SS,Rayshawn Jenkins,0,0.0004259214536136642,0,False,0
2022101603,200,46456,31,JAX,CB,Darious Williams,0,0.013271598984718915,0,False,0
2022101603,200,53462,32,JAX,CB,Tyson Campbell,0,1.0933050560043116e-05,0,False,0
2022101603,200,53494,5,JAX,SS,Andre Cisco,0,2.1180580665902904e-05,0,False,0
2022101300,610,42488,20,WAS,SS,Bobby McCain,0,0.011803421831459793,0,False,0
2022101300,610,43373,29,WAS,CB,Kendall Fuller,1,0.9996201864556558,0,False,0
2022101300,610,52624,31,WAS,SS,Kamren Curl,0,0.007892179585869295,0,False,0
2022101300,610,53503,25,WAS,CB,Benjamin St-Juste,0,0.00048360534481073613,0,False,0
2022101300,610,53642,37,WAS,CB,Rachad Wildgoose,0,0.0012461716985280246,0,False,0
2022101609,1884,43986,33,ARI,CB,Antonio Hamilton,0,1.4932728002667363e-05,0,False,0
2022101609,1884,44848,3,ARI,SS,Budda Baker,0,9.8255672804415e-07,0,False,0
2022101609,1884,47816,7,ARI,CB,Byron Murphy,0,1.576753652774862e-05,0,False,0
2022101609,1884,49410,34,ARI,FS,Jalen Thompson,0,7.270547097245979e-06,0,False,0
2022101609,1884,53565,20,ARI,CB,Marco Wilson,0,1.4248661988224117e-06,0,False,0
2022101604,1091,43327,25,MIA,CB,Xavien Howard,0,0.02326119612571346,0,False,0
2022101604,1091,48476,40,MIA,CB,Nik Needham,0,0.01311653196733644,0,False,0
2022101604,1091,52478,29,MIA,FS,Brandon Jones,0,0.01532380994667194,0,False,0
2022101604,1091,53465,8,MIA,SS,Jevon Holland,0,4.58897734568618e-06,0,False,0
2022101607,3036,43306,22,TB,FS,Keanu Neal,0,0.04668310055270773,0,False,0
2022101607,3036,46132,24,TB,CB,Carlton Davis,0,0.0014933413171099173,0,False,0
2022101607,3036,47877,35,TB,CB,Jamel Dean,0,0.00014071213498387578,0,False,0
2022101607,3036,52453,31,TB,FS,Antoine Winfield,0,0.00021636327557676688,0,False,0
2022101610,1301,46137,20,KC,SS,Justin Reid,0,0.00012745788202077332,0,False,0
2022101610,1301,47846,22,KC,FS,Juan Thornhill,0,5.5745873225330385e-05,0,False,0
2022101610,1301,52546,38,KC,CB,L'Jarius Sneed,0,0.0003021983141415803,0,False,0
2022101610,1301,54708,35,KC,CB,Jaylen Watson,0,0.17710019871630395,0,False,0
2022101700,3285,42935,23,LAC,CB,Bryce Callahan,0,0.0013794784868233914,0,False,0
2022101700,3285,45571,43,LAC,CB,Michael Davis,0,1.6515935473265952e-05,0,False,0
2022101700,3285,46086,3,LAC,SS,Derwin James,0,4.3934797695581725e-05,0,False,0
2022101700,3285,47843,24,LAC,FS,Nasir Adderley,0,5.9507311826482914e-05,0,False,0
2022101700,3285,53476,26,LAC,CB,Asante Samuel,0,3.2068948552283332e-06,0,False,0
2022101611,2545,39984,2,PHI,CB,Darius Slay,0,0.05182010231614419,0,False,0
2022101611,2545,43351,24,PHI,CB,James Bradberry,0,0.0001858830871952782,0,False,0
2022101611,2545,47974,22,PHI,SS,Marcus Epps,0,5.4030169337051715e-05,0,False,0
2022101611,2545,52535,42,PHI,FS,K'Von Wallace,0,8.91517134039242e-06,0,False,0
2022101605,1677,37724,19,NO,CB,Chris Harris,0,0.00021668302884697425,0,False,0
2022101605,1677,40017,32,NO,FS,Tyrann Mathieu,0,0.014719842482823637,0,False,0
2022101605,1677,41257,21,NO,CB,Bradley Roby,0,2.028674396488406e-05,0,False,0
2022101605,1677,44851,6,NO,FS,Marcus Maye,0,0.000748865692066002,0,False,0
2022101605,1677,53505,29,NO,CB,Paulson Adebo,0,3.1192052870737134e-06,0,False,0
2022101611,2057,43478,3,DAL,CB,Anthony Brown,0,2.3100699353573315e-05,0,False,0
2022101611,2057,43533,27,DAL,FS,Jayron Kearse,0,0.0836746084460702,0,False,0
2022101611,2057,44827,28,DAL,FS,Malik Hooker,0,5.4527082650739e-07,0,False,0
2022101611,2057,44904,2,DAL,CB,Jourdan Lewis,0,0.00045993938174538024,0,False,0
2022101611,2057,52459,7,DAL,CB,Trevon Diggs,0,9.647578988363116e-07,0,False,0
2022101300,3231,42488,20,WAS,SS,Bobby McCain,0,1.74420996830006e-05,0,False,0
2022101300,3231,43373,29,WAS,CB,Kendall Fuller,0,1.1202659105187243e-05,0,False,0
2022101300,3231,52624,31,WAS,SS,Kamren Curl,0,0.008235786618381761,0,False,0
2022101300,3231,53503,25,WAS,CB,Benjamin St-Juste,0,0.00021373956801409426,0,False,0
2022101300,3231,53642,37,WAS,CB,Rachad Wildgoose,0,0.0164631335116524,0,False,0
2022101601,2501,44903,43,CLE,SS,John Johnson,0,2.6365425283741785e-05,0,False,0
2022101601,2501,47829,26,CLE,CB,Greedy Williams,0,1.4332763587879212e-06,0,False,0
2022101601,2501,52452,22,CLE,SS,Grant Delpit,0,0.0016952636211345709,0,False,0
2022101601,2501,53455,20,CLE,CB,Greg Newsome,0,0.00181179078467447,0,False,0
2022101601,2501,54533,23,CLE,CB,Martin Emerson,0,3.3663337409916426e-05,0,False,0
2022101608,1553,43407,31,CAR,SS,Juston Burris,0,7.701746579429302e-06,0,False,0
2022101608,1553,45004,25,CAR,FS,Xavier Woods,0,0.002194379612814203,0,False,0
2022101608,1553,52417,24,CAR,CB,C.J. Henderson,0,9.930092128155559e-05,0,False,0
2022101608,1553,52852,38,CAR,FS,Myles Hartsfield,0,0.07300473579269731,0,False,0
2022101608,1553,53595,28,CAR,CB,Keith Taylor,0,0.00021326441496772214,0,False,0
2022101600,3552,46823,28,ATL,CB,Mike Ford,0,7.04546122748144e-06,0,False,0
2022101600,3552,52272,37,ATL,CB,Dee Alford,0,7.956024309787496e-07,0,False,0
2022101600,3552,52542,32,ATL,FS,Jaylinn Hawkins,0,8.989458625524857e-07,0,False,0
2022101600,3552,53469,27,ATL,SS,Richie Grant,0,3.2958710709212453e-06,0,False,0
2022101600,3552,53537,34,ATL,CB,Darren Hall,0,7.411504397742817e-07,0,False,0
2022101608,510,43407,31,CAR,SS,Juston Burris,0,0.001813886349942591,0,False,0
2022101608,510,45004,25,CAR,FS,Xavier Woods,0,0.00012116966696614395,0,False,0
2022101608,510,46124,26,CAR,CB,Donte Jackson,0,0.01209269307081635,0,False,0
2022101608,510,52417,24,CAR,CB,C.J. Henderson,0,4.927454268707082e-06,0,False,0
2022101608,510,52852,38,CAR,FS,Myles Hartsfield,0,0.0614708339126945,0,False,0
2022101605,2298,43299,20,CIN,CB,Eli Apple,0,0.0009156043526116005,0,False,0
2022101605,2298,43350,24,CIN,SS,Vonn Bell,0,1.796408796311603e-05,0,False,0
2022101605,2298,43641,21,CIN,CB,Mike Hilton,0,0.06323012980112849,0,False,0
2022101605,2298,44872,22,CIN,CB,Chidobe Awuzie,0,2.8714176976188964e-06,0,False,0
2022101605,2298,46123,30,CIN,FS,Jessie Bates,0,9.303344247175795e-06,0,False,0
2022101605,2298,46215,33,CIN,CB,Tre Flowers,0,0.0035417069835169224,0,False,0
2022101300,456,42488,20,WAS,SS,Bobby McCain,0,0.00042434669694342103,0,False,0
2022101300,456,43373,29,WAS,CB,Kendall Fuller,0,0.0013158182201488899,0,False,0
2022101300,456,52624,31,WAS,SS,Kamren Curl,0,7.203263289616976e-05,0,False,0
2022101300,456,53503,25,WAS,CB,Benjamin St-Juste,0,0.00019059598564517434,0,False,0
2022101300,456,53642,37,WAS,CB,Rachad Wildgoose,0,0.0039566015230130215,0,False,0
2022101608,259,43294,5,LA,CB,Jalen Ramsey,0,4.899832014258359e-06,0,False,0
2022101608,259,47844,24,LA,SS,Taylor Rapp,0,1.4993267345901882e-06,0,False,0
2022101608,259,47862,22,LA,CB,David Long,0,2.140666072586468e-06,0,False,0
2022101608,259,48026,33,LA,SS,Nick Scott,0,8.612274475187316e-06,0,False,0
2022101608,259,54677,6,LA,CB,Derion Kendrick,0,3.9629803883213664e-06,0,False,0
2022101605,3923,43299,20,CIN,CB,Eli Apple,0,6.795770943529388e-06,0,False,0
2022101605,3923,43350,24,CIN,SS,Vonn Bell,0,5.630080141471177e-06,0,False,0
2022101605,3923,43641,21,CIN,CB,Mike Hilton,0,0.02977219380127736,0,False,0
2022101605,3923,44872,22,CIN,CB,Chidobe Awuzie,0,1.2719197520298645e-05,0,False,0
2022101605,3923,46123,30,CIN,FS,Jessie Bates,0,2.200972305974964e-05,0,False,0
2022101605,3923,46215,33,CIN,CB,Tre Flowers,0,0.00010820416058402745,0,False,0
2022101605,4030,43299,20,CIN,CB,Eli Apple,0,1.6601577850242201e-06,0,False,0
2022101605,4030,43350,24,CIN,SS,Vonn Bell,0,3.10773712523696e-05,0,False,0
2022101605,4030,43641,21,CIN,CB,Mike Hilton,0,7.960363572692599e-05,0,False,0
2022101605,4030,44872,22,CIN,CB,Chidobe Awuzie,0,3.443912549266956e-06,0,False,0
2022101605,4030,46123,30,CIN,FS,Jessie Bates,0,2.438157357731373e-05,0,False,0
2022101605,4030,46215,33,CIN,CB,Tre Flowers,0,0.1123579855988395,0,False,0
2022101300,1454,43373,29,WAS,CB,Kendall Fuller,0,2.9990892331965748e-06,0,False,0
2022101300,1454,52624,31,WAS,SS,Kamren Curl,0,8.990302147831682e-05,0,False,0
2022101300,1454,53503,25,WAS,CB,Benjamin St-Juste,0,0.0014784898538124222,0,False,0
2022101300,1454,53592,22,WAS,FS,Darrick Forrest,0,5.263946096766352e-07,0,False,0
2022101605,877,37724,19,NO,CB,Chris Harris,0,0.013296647223688599,0,False,0
2022101605,877,40017,32,NO,FS,Tyrann Mathieu,0,3.2981801453691573e-07,0,False,0
2022101605,877,41257,21,NO,CB,Bradley Roby,0,7.088607718189236e-05,0,False,0
2022101605,877,44851,6,NO,FS,Marcus Maye,0,7.735225948663158e-07,0,False,0
2022101605,877,53505,29,NO,CB,Paulson Adebo,0,6.694298541108194e-06,0,False,0
2022101607,3717,45395,35,PIT,CB,Arthur Maulet,1,0.6655581298476895,0,False,0
2022101607,3717,46097,34,PIT,FS,Terrell Edmunds,0,9.947794007453079e-05,0,False,0
2022101607,3717,46114,16,PIT,CB,Josh Jackson,0,2.500927099391034e-06,0,False,0
2022101607,3717,52697,42,PIT,CB,James Pierre,0,0.00010652329672656167,0,False,0
2022101607,3717,53674,21,PIT,FS,Tre Norwood,0,3.838311032809987e-06,0,False,0
2022101605,1736,37724,19,NO,CB,Chris Harris,1,0.5370255003057128,0,True,0
2022101605,1736,40017,32,NO,FS,Tyrann Mathieu,1,0.38936267455282,0,False,0
2022101605,1736,41257,21,NO,CB,Bradley Roby,0,0.008726633837192422,0,False,0
2022101605,1736,44851,6,NO,FS,Marcus Maye,0,1.226638285863635e-06,0,False,0
2022101605,1736,44862,30,NO,FS,Justin Evans,0,0.00014337639959273237,0,False,0
2022101605,1736,53505,29,NO,CB,Paulson Adebo,0,5.186847071559601e-06,0,False,0
2022101602,2034,41270,29,NYJ,SS,Lamarcus Joyner,0,7.463732935100667e-07,0,False,0
2022101602,2034,46186,3,NYJ,SS,Jordan Whitehead,0,6.360168996662199e-06,0,False,0
2022101602,2034,46211,4,NYJ,CB,D.J. Reed,0,3.6340046144955264e-07,0,False,0
2022101602,2034,52476,21,NYJ,SS,Ashtyn Davis,0,7.523634793231459e-07,0,False,0
2022101602,2034,53583,30,NYJ,CB,Michael Carter,0,1.949154878886306e-06,0,False,0
2022101602,2034,54469,1,NYJ,CB,Ahmad Gardner,0,8.387800071655441e-06,0,False,0
2022101606,852,42361,24,BAL,CB,Marcus Peters,0,0.00648385703225524,0,False,0
2022101606,852,44828,44,BAL,CB,Marlon Humphrey,0,0.0050333366714905995,0,False,0
2022101606,852,44999,36,BAL,SS,Chuck Clark,0,1.4249025174037014e-06,0,False,0
2022101606,852,52627,26,BAL,SS,Geno Stone,0,1.459102009044562e-05,0,False,0
2022101606,852,53819,29,BAL,FS,Ar'Darius Washington,0,0.0005469171795475901,0,False,0
2022101606,852,54479,14,BAL,SS,Kyle Hamilton,0,0.006427601063947896,0,False,0
2022101606,2520,42361,24,BAL,CB,Marcus Peters,0,1.581739224833199e-05,0,False,0
2022101606,2520,44828,44,BAL,CB,Marlon Humphrey,0,0.0010067298503123189,0,False,0
2022101606,2520,44999,36,BAL,SS,Chuck Clark,0,0.00015102440429466124,0,False,0
2022101606,2520,54479,14,BAL,SS,Kyle Hamilton,0,2.193472004590009e-05,0,False,0
2022101606,2520,54606,22,BAL,CB,Damarion Williams,1,0.36506815593311553,0,True,0
2022101607,1475,43306,22,TB,FS,Keanu Neal,0,0.00016744231805050893,0,False,0
2022101607,1475,46132,24,TB,CB,Carlton Davis,0,3.8752244191546465e-06,0,False,0
2022101607,1475,46699,30,TB,CB,Dee Delaney,0,0.0005396991421053104,0,False,0
2022101607,1475,47877,35,TB,CB,Jamel Dean,0,5.276188582649379e-06,0,False,0
2022101607,1475,52453,31,TB,FS,Antoine Winfield,0,0.15167648495595037,0,False,0
2022101609,3392,44848,3,ARI,SS,Budda Baker,0,0.0005519354716786545,0,False,0
2022101609,3392,47816,7,ARI,CB,Byron Murphy,0,0.006359148369810745,0,False,0
2022101609,3392,49410,34,ARI,FS,Jalen Thompson,0,1.3719511851233222e-05,0,False,0
2022101609,3392,53565,20,ARI,CB,Marco Wilson,0,2.7115369351455106e-06,0,False,0
2022101609,462,44848,3,ARI,SS,Budda Baker,0,6.325905430169946e-06,0,False,0
2022101609,462,47816,7,ARI,CB,Byron Murphy,0,1.0878032308047167e-06,0,False,0
2022101609,462,49410,34,ARI,FS,Jalen Thompson,0,0.0016490887961255133,0,False,0
2022101609,462,53565,20,ARI,CB,Marco Wilson,0,3.84214511379859e-05,0,False,0
2022101604,2562,37078,7,MIN,CB,Patrick Peterson,0,8.907592420149983e-06,0,False,0
2022101604,2562,38559,22,MIN,SS,Harrison Smith,0,7.03821115421514e-05,0,False,0
2022101604,2562,46652,39,MIN,CB,Chandon Sullivan,0,6.316501160858108e-05,0,False,0
2022101604,2562,52497,3,MIN,CB,Cameron Dantzler,0,0.00043838402389821776,0,False,0
2022101604,2562,53554,24,MIN,FS,Camryn Bynum,0,3.775088332598042e-05,0,False,0
2022101606,316,42361,24,BAL,CB,Marcus Peters,0,1.1401783528601682e-06,0,False,0
2022101606,316,44828,44,BAL,CB,Marlon Humphrey,0,0.0011012709037328977,0,False,0
2022101606,316,44999,36,BAL,SS,Chuck Clark,0,3.7876969715178707e-06,0,False,0
2022101606,316,52627,26,BAL,SS,Geno Stone,0,2.385250346069356e-05,0,False,0
2022101606,316,54606,22,BAL,CB,Damarion Williams,0,0.00042045859569270585,0,False,0
2022101601,1621,44903,43,CLE,SS,John Johnson,0,1.1141025701401834e-06,0,False,0
2022101601,1621,47829,26,CLE,CB,Greedy Williams,0,3.3181732718607704e-05,0,False,0
2022101601,1621,52452,22,CLE,SS,Grant Delpit,1,0.4179953670683482,0,True,0
2022101601,1621,53455,20,CLE,CB,Greg Newsome,0,0.000381570762074087,0,False,0
2022101601,1621,54533,23,CLE,CB,Martin Emerson,0,1.1843939917896595e-05,0,False,0
2022101603,248,44902,26,JAX,CB,Shaquill Griffin,0,7.860965064692078e-07,0,False,0
2022101603,248,44926,2,JAX,SS,Rayshawn Jenkins,0,3.911299074101862e-05,0,False,0
2022101603,248,46456,31,JAX,CB,Darious Williams,0,0.0001932139853181765,0,False,0
2022101603,248,53462,32,JAX,CB,Tyson Campbell,0,2.171672634867907e-06,0,False,0
2022101603,248,53494,5,JAX,SS,Andre Cisco,0,1.9678251027909833e-06,0,False,0
2022101610,2554,40166,21,BUF,SS,Jordan Poyer,0,1.8905474155753263e-06,0,False,0
2022101610,2554,46190,7,BUF,CB,Taron Johnson,0,4.230559502350044e-05,0,False,0
2022101610,2554,46223,33,BUF,CB,Siran Neal,0,0.04156745225070146,0,False,0
2022101610,2554,52647,30,BUF,CB,Dane Jackson,0,0.012743586948326922,0,False,0
2022101610,2554,53641,3,BUF,SS,Damar Hamlin,0,1.0366606066782005e-05,0,False,0
2022101610,2554,54488,24,BUF,CB,Kaiir Elam,0,2.1363151950123285e-06,0,False,0
2022101607,2480,45395,35,PIT,CB,Arthur Maulet,0,0.029527024971435882,0,False,0
2022101607,2480,46097,34,PIT,FS,Terrell Edmunds,0,0.002647643427905832,0,False,0
2022101607,2480,46114,16,PIT,CB,Josh Jackson,0,0.008517383958867105,0,False,0
2022101607,2480,52697,42,PIT,CB,James Pierre,0,2.0428996887732688e-06,0,False,0
2022101607,2480,53674,21,PIT,FS,Tre Norwood,0,5.4488941943658856e-06,0,False,0
2022101601,2189,44903,43,CLE,SS,John Johnson,0,0.030157477922089185,0,False,0
2022101601,2189,47829,26,CLE,CB,Greedy Williams,0,3.87864761633211e-07,0,False,0
2022101601,2189,52452,22,CLE,SS,Grant Delpit,0,0.0018066949418463424,0,False,0
2022101601,2189,53455,20,CLE,CB,Greg Newsome,0,0.0002053364942432967,0,False,0
2022101601,2189,54533,23,CLE,CB,Martin Emerson,0,5.2786159729362304e-05,0,False,0
2022101611,1434,39984,2,PHI,CB,Darius Slay,0,0.00022542927495486993,0,False,0
2022101611,1434,43351,24,PHI,CB,James Bradberry,0,2.7799710076365626e-05,0,False,0
2022101611,1434,46194,29,PHI,CB,Avonte Maddox,0,1.2893448590787582e-05,0,False,0
2022101611,1434,47888,23,PHI,SS,Chauncey Gardner-Johnson,0,0.05019953912632446,0,False,0
2022101611,1434,47974,22,PHI,SS,Marcus Epps,0,7.1266522550494515e-06,0,False,0
2022101611,1434,52535,42,PHI,FS,K'Von Wallace,0,1.458044252404011e-05,0,False,0
2022101611,1197,43478,3,DAL,CB,Anthony Brown,0,0.0024130014688363995,0,False,0
2022101611,1197,43533,27,DAL,FS,Jayron Kearse,0,0.00014364999058877117,0,False,0
2022101611,1197,44827,28,DAL,FS,Malik Hooker,0,1.9764939398697098e-05,0,False,0
2022101611,1197,47996,6,DAL,SS,Donovan Wilson,0,0.002753064024201999,0,False,0
2022101611,1197,52459,7,DAL,CB,Trevon Diggs,0,2.1299410803206054e-06,0,False,0
2022101606,2544,42361,24,BAL,CB,Marcus Peters,0,0.012986347916422527,0,False,0
2022101606,2544,44828,44,BAL,CB,Marlon Humphrey,0,0.003397507503272208,0,False,0
2022101606,2544,44999,36,BAL,SS,Chuck Clark,0,1.1293719271885828e-06,0,False,0
2022101606,2544,53533,21,BAL,FS,Brandon Stephens,0,9.322672869785594e-06,0,False,0
2022101606,2544,54479,14,BAL,SS,Kyle Hamilton,0,0.06462798654272935,0,False,0
2022101610,1448,46137,20,KC,SS,Justin Reid,0,0.05212332297213876,0,False,0
2022101610,1448,47846,22,KC,FS,Juan Thornhill,1,0.6458742039128549,0,False,0
2022101610,1448,52546,38,KC,CB,L'Jarius Sneed,0,0.00011589993594082881,0,False,0
2022101610,1448,54600,23,KC,CB,Joshua Williams,0,0.00011242828877803751,0,False,0
2022101610,1448,54708,35,KC,CB,Jaylen Watson,0,6.911409918842529e-07,0,False,0
2022101602,1081,42485,31,GB,FS,Adrian Amos,0,2.0919411596446783e-05,0,False,0
2022101602,1081,44911,29,GB,CB,Rasul Douglas,0,0.0010026364479669733,0,False,0
2022101602,1081,46087,23,GB,CB,Jaire Alexander,0,0.0001874731618434962,0,False,0
2022101602,1081,47804,26,GB,SS,Darnell Savage,0,4.690566213451135e-06,0,False,0
2022101602,1081,53458,21,GB,CB,Eric Stokes,0,0.006540384966541209,0,False,0
2022101606,2160,42361,24,BAL,CB,Marcus Peters,0,5.406115548830265e-06,0,False,0
2022101606,2160,44828,44,BAL,CB,Marlon Humphrey,0,4.651094931366376e-06,0,False,0
2022101606,2160,44999,36,BAL,SS,Chuck Clark,0,0.0001969730293291055,0,False,0
2022101606,2160,52627,26,BAL,SS,Geno Stone,0,1.3198042684577535e-07,0,False,0
2022101606,2160,53533,21,BAL,FS,Brandon Stephens,0,0.0007920322999969759,0,False,0
2022101600,986,38592,29,ATL,CB,Casey Hayward,0,0.003927132098542793,0,False,0
2022101600,986,52424,24,ATL,CB,A.J. Terrell,0,2.527161949669867e-06,0,False,0
2022101600,986,52542,32,ATL,FS,Jaylinn Hawkins,0,9.35875124821818e-07,0,False,0
2022101600,986,53469,27,ATL,SS,Richie Grant,0,0.00020579412223302698,0,False,0
2022101605,1196,37724,19,NO,CB,Chris Harris,1,0.9349456396525284,0,False,0
2022101605,1196,40017,32,NO,FS,Tyrann Mathieu,0,7.344329885061705e-05,0,False,0
2022101605,1196,41257,21,NO,CB,Bradley Roby,0,8.671976868453025e-05,0,False,0
2022101605,1196,44851,6,NO,FS,Marcus Maye,0,4.92981597154711e-06,0,False,0
2022101605,1196,53505,29,NO,CB,Paulson Adebo,0,4.699305802065118e-06,0,False,0
2022101604,2614,43327,25,MIA,CB,Xavien Howard,0,0.0349009912959601,0,False,0
